surah,verse,local,ref1,ref2,arabic,raw_best_similarity,sn_sim_ref1,sn_sim_ref2,style_normalized_similarity,classification
2,93,Wa-idh akhadhnā mīthāqakum warafaʿnā fawqakumu ṭ-ṭūra khudhū mā ātaynākum biquwwatiw-wa-is'maʿū qālū samiʿ'nā waʿaṣaynā wa-ush'ribū fī qulūbihimu l-ʿij'la bikuf'rihim qul bi'samā yamurukum bihi īmānukum in kuntum mu'minīn,Wa iz akhaznaa meesaaqakum wa rafa'naa fawqa kumut Toora khuzoo maaa aatainaakum biquwwatinw wasma'oo qaaloo sami'naa wa 'asainaa wa ushriboo fee quloobihimul 'ijla bikufrihim; qul bi'samaa yaamurukum biheee eemaanukum in kuntum m'mineen,Wa-ith akhathna meethaqakumwarafaAAna fawqakumu attoora khuthooma ataynakum biquwwatin wasmaAAoo qaloosamiAAna waAAasayna waoshriboo feequloobihimu alAAijla bikufrihim qul bi/sama ya/murukumbihi eemanukum in kuntum mu/mineen,وَإِذْ أَخَذْنَا مِيثَٰقَكُمْ وَرَفَعْنَا فَوْقَكُمُ ٱلطُّورَ خُذُوا۟ مَآ ءَاتَيْنَٰكُم بِقُوَّةٍۢ وَٱسْمَعُوا۟ ۖ قَالُوا۟ سَمِعْنَا وَعَصَيْنَا وَأُشْرِبُوا۟ فِى قُلُوبِهِمُ ٱلْعِجْلَ بِكُفْرِهِمْ ۚ قُلْ بِئْسَمَا يَأْمُرُكُم بِهِۦٓ إِيمَٰنُكُمْ إِن كُنتُم مُّؤْمِنِينَ,0.2562,0.0221,0.2573,0.2573,REAL_ERROR
2,102,Wa-ittabaʿū mā tatlū sh-shayāṭīnu ʿalā mul'ki sulaymāna wamā kafara sulaymānu walākinna sh-shayāṭīna kafarū yuʿallimūna n-nāsa s-siḥ'ra wamā unzila ʿalā l-malakayni bibābila hārūta wamārūta wamā yuʿallimāni min aḥadin ḥattā yaqūlā innamā naḥnu fit'natun falā takfur fayataʿallamūna min'humā mā yufarriqūna bihi bayna l-mari wazawjihi wamā hum biḍārrīna bihi min aḥadin illā bi-idh'ni l-lahi wayataʿallamūna mā yaḍurruhum walā yanfaʿuhum walaqad ʿalimū lamani ish'tarāhu mā lahu fī l-ākhirati min khalāqiw-walabi'sa mā sharaw bihi anfusahum law kānū yaʿlamūn,Wattaba'oo maa tatlush Shayaateenu 'alaa mulki Sulaimaana wa maa kafara Sulaimaanu wa laakinnash Shayattena kafaroo yu'al limoonan naasas sihra wa maaa unzila 'alal malakaini bi Baabila Haaroota wa Maaroot; wa maa yu'allimaani min ahadin hattaa yaqoolaaa innamaa nahnu fitnatun falaa takfur fayata'al lamoona minhumaa maa yufarriqoona bihee bainal mar'i wa zawjih; wa maa hum bidaaarreena bihee min ahadin illaa bi-iznillah; wa yata'allamoona maa yadurruhum wa laa yanfa'uhum; wa laqad 'alimoo lamanish taraahu maa lahoo fil Aakhirati min khalaaq; wa labi'sa maa sharaw biheee anfusahum; law kaanoo ya'lamoon,WattabaAAoo ma tatloo ashshayateenuAAala mulki sulaymana wama kafara sulaymanuwalakinna ashshayateena kafarooyuAAallimoona annasa assihra wamaonzila AAala almalakayni bibabila harootawamaroota wama yuAAallimani min ahadinhatta yaqoola innama nahnufitnatun fala takfur fayataAAallamoona minhuma mayufarriqoona bihi bayna almar-i wazawjihi wama hum bidarreenabihi min ahadin illa bi-ithni AllahiwayataAAallamoona ma yadurruhum walayanfaAAuhum walaqad AAalimoo lamani ishtarahu malahu fee al-akhirati min khalaqin walabi/sa masharaw bihi anfusahum law kanoo yaAAlamoon,وَٱتَّبَعُوا۟ مَا تَتْلُوا۟ ٱلشَّيَٰطِينُ عَلَىٰ مُلْكِ سُلَيْمَٰنَ ۖ وَمَا كَفَرَ سُلَيْمَٰنُ وَلَٰكِنَّ ٱلشَّيَٰطِينَ كَفَرُوا۟ يُعَلِّمُونَ ٱلنَّاسَ ٱلسِّحْرَ وَمَآ أُنزِلَ عَلَى ٱلْمَلَكَيْنِ بِبَابِلَ هَٰرُوتَ وَمَٰرُوتَ ۚ وَمَا يُعَلِّمَانِ مِنْ أَحَدٍ حَتَّىٰ يَقُولَآ إِنَّمَا نَحْنُ فِتْنَةٌۭ فَلَا تَكْفُرْ ۖ فَيَتَعَلَّمُونَ مِنْهُمَا مَا يُفَرِّقُونَ بِهِۦ بَيْنَ ٱلْمَرْءِ وَزَوْجِهِۦ ۚ وَمَا هُم بِضَآرِّينَ بِهِۦ مِنْ أَحَدٍ إِلَّا بِإِذْنِ ٱللَّهِ ۚ وَيَتَعَلَّمُونَ مَا يَضُرُّهُمْ وَلَا يَنفَعُهُمْ ۚ وَلَقَدْ عَلِمُوا۟ لَمَنِ ٱشْتَرَىٰهُ مَا لَهُۥ فِى ٱلْءَاخِرَةِ مِنْ خَلَٰقٍۢ ۚ وَلَبِئْسَ مَا شَرَوْا۟ بِهِۦٓ أَنفُسَهُمْ ۚ لَوْ كَانُوا۟ يَعْلَمُونَ,0.1836,0.1474,0.1859,0.1859,REAL_ERROR
2,109,Wadda kathīrum-min ahli l-kitābi law yaruddūnakum min baʿdi īmānikum kuffāran ḥasadam-min ʿindi anfusihim min baʿdi mā tabayyana lahumu l-ḥaqu fa-iʿ'fū wa-iṣ'faḥū ḥattā yatiya l-lahu bi-amrihi inna l-laha ʿalā kulli shayin qadīrun,Wadda kaseerum min ahlil kitaabi law yaruddoo nakum mim ba'di eemaanikum kuffaaran hasadam min 'indi anfusihim mim ba'di maa tabaiyana lahumul haqqu fa'foo washfahoo hattaa yaa tiyallaahu bi amrih; innal laaha 'alaa kulli shai'in qadeer,Wadda katheerun min ahli alkitabilaw yaruddoonakum min baAAdi eemanikum kuffaran hasadanmin AAindi anfusihim min baAAdi ma tabayyana lahumu alhaqqufaAAfoo wasfahoo hattaya/tiya Allahu bi-amrihi inna Allaha AAalakulli shay-in qadeer,وَدَّ كَثِيرٌۭ مِّنْ أَهْلِ ٱلْكِتَٰبِ لَوْ يَرُدُّونَكُم مِّنۢ بَعْدِ إِيمَٰنِكُمْ كُفَّارًا حَسَدًۭا مِّنْ عِندِ أَنفُسِهِم مِّنۢ بَعْدِ مَا تَبَيَّنَ لَهُمُ ٱلْحَقُّ ۖ فَٱعْفُوا۟ وَٱصْفَحُوا۟ حَتَّىٰ يَأْتِىَ ٱللَّهُ بِأَمْرِهِۦٓ ۗ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَىْءٍۢ قَدِيرٌۭ,0.1555,0.1565,0.1397,0.1565,REAL_ERROR
2,113,Waqālati l-yahūdu laysati n-naṣārā ʿalā shayiw-waqālati n-naṣārā laysati l-yahūdu ʿalā shayiw-wahum yatlūna l-kitāba kadhālika qāla alladhīna lā yaʿlamūna mith'la qawlihim fal-lahu yaḥkumu baynahum yawma l-qiyāmati fīmā kānū fīhi yakhtalifūn,Wa qaalatil Yahoodu laisatin Nasaaraa 'alaa shai'inw-wa qaalatin Nasaaraaa laisatil Yahoodu 'alaa shai'inw'wa hum yatloonal Kitaab; kazaalika qaalal lazeena la ya'lamoona misla qawlihim Yawmal Qiyaamati feemaa kaanoo feehi yakhtalifoon,Waqalati alyahoodu laysati annasaraAAala shay-in waqalati annasaralaysati alyahoodu AAala shay-in wahum yatloona alkitabakathalika qala allatheena layaAAlamoona mithla qawlihim fallahu yahkumubaynahum yawma alqiyamati feema kanoo feehiyakhtalifoon,وَقَالَتِ ٱلْيَهُودُ لَيْسَتِ ٱلنَّصَٰرَىٰ عَلَىٰ شَىْءٍۢ وَقَالَتِ ٱلنَّصَٰرَىٰ لَيْسَتِ ٱلْيَهُودُ عَلَىٰ شَىْءٍۢ وَهُمْ يَتْلُونَ ٱلْكِتَٰبَ ۗ كَذَٰلِكَ قَالَ ٱلَّذِينَ لَا يَعْلَمُونَ مِثْلَ قَوْلِهِمْ ۚ فَٱللَّهُ يَحْكُمُ بَيْنَهُمْ يَوْمَ ٱلْقِيَٰمَةِ فِيمَا كَانُوا۟ فِيهِ يَخْتَلِفُونَ,0.2295,0.1444,0.2346,0.2346,REAL_ERROR
2,114,Waman aẓlamu mimmam-manaʿa masājida l-lahi ay-yudh'kara fīhā us'muhu wasaʿā fī kharābihā ulāika mā kāna lahum ay-yadkhulūhā illā khāifīna lahum fī d-dun'yā khiz'yuw-walahum fī l-ākhirati ʿadhābun ʿaẓīmun,Wa man azlamu mimmam-mana'a masaajidal laahi ai-yuzkara feehas muhoo wa sa'aa fee kharaabihaaa; ulaaa'ika maa kaana lahum ai yadkhuloohaaa illaa khaaa''feen; lahum fiddunyaa khizyunw wa lahum fil aakhirati 'azaabun 'azeem,Waman athlamu mimman manaAAamasajida Allahi an yuthkara feehaismuhu wasaAAa fee kharabiha ola-ikama kana lahum an yadkhulooha illa kha-ifeenalahum fee addunya khizyun walahum fee al-akhiratiAAathabun AAatheem,وَمَنْ أَظْلَمُ مِمَّن مَّنَعَ مَسَٰجِدَ ٱللَّهِ أَن يُذْكَرَ فِيهَا ٱسْمُهُۥ وَسَعَىٰ فِى خَرَابِهَآ ۚ أُو۟لَٰٓئِكَ مَا كَانَ لَهُمْ أَن يَدْخُلُوهَآ إِلَّا خَآئِفِينَ ۚ لَهُمْ فِى ٱلدُّنْيَا خِزْىٌۭ وَلَهُمْ فِى ٱلْءَاخِرَةِ عَذَابٌ عَظِيمٌۭ,0.2339,0.3693,0.0587,0.3693,REAL_ERROR
2,126,Wa-idh qāla ib'rāhīmu rabbi ij'ʿal hādhā baladan āminaw-wa-ur'zuq ahlahu mina th-thamarāti man āmana min'hum bil-lahi wal-yawmi l-ākhiri qāla waman kafara fa-umattiʿuhu qalīlan thumma aḍṭarruhu ilā ʿadhābi n-nāri wabi'sa l-maṣīr,Wa iz qaala Ibraaheemu Rabbij 'al haazaa baladan aaminanw warzuq ahlahoo minas samaraati man aamana minhum billaahi wal yawmil aakhiri qaala wa man kafara faumatti'uhoo qaleelan summa adtarruhooo ilaa 'azaabin Naari wa bi'salmaseer,Wa-ith qala ibraheemurabbi ijAAal hatha baladan aminan warzuqahlahu mina aththamarati man amana minhumbillahi walyawmi al-akhiri qalawaman kafara faomattiAAuhu qaleelan thumma adtarruhu ilaAAathabi annari wabi/sa almaseer,وَإِذْ قَالَ إِبْرَٰهِۦمُ رَبِّ ٱجْعَلْ هَٰذَا بَلَدًا ءَامِنًۭا وَٱرْزُقْ أَهْلَهُۥ مِنَ ٱلثَّمَرَٰتِ مَنْ ءَامَنَ مِنْهُم بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ ۖ قَالَ وَمَن كَفَرَ فَأُمَتِّعُهُۥ قَلِيلًۭا ثُمَّ أَضْطَرُّهُۥٓ إِلَىٰ عَذَابِ ٱلنَّارِ ۖ وَبِئْسَ ٱلْمَصِيرُ,0.1024,0.0308,0.1029,0.1029,REAL_ERROR
2,133,Am kuntum shuhadāa idh ḥaḍara yaʿqūba l-mawtu idh qāla libanīhi mā taʿbudūna min baʿdī qālū naʿbudu ilāhaka wa-ilāha ābāika ib'rāhīma wa-is'māʿīla wa-is'ḥāqa ilāhaw-wāḥidan wanaḥnu lahu mus'limūn,Am kuntum shuhadaaa'a iz hadara Ya'qoobal mawtu iz qaala libaneehi maa ta'budoona mim ba'dee qaaloo na'budu ilaahaka wa ilaaha aabaaa'ika Ibraaheema wa Ismaa'eela wa Ishaaqa Ilaahanw waahidanw wa nahnu lahoo muslimoon,Am kuntum shuhadaa ith hadarayaAAqooba almawtu ith qala libaneehi mataAAbudoona min baAAdee qaloo naAAbudu ilahakawa-ilaha aba-ika ibraheema wa-ismaAAeelawa-ishaqa ilahan wahidan wanahnu lahumuslimoon,أَمْ كُنتُمْ شُهَدَآءَ إِذْ حَضَرَ يَعْقُوبَ ٱلْمَوْتُ إِذْ قَالَ لِبَنِيهِ مَا تَعْبُدُونَ مِنۢ بَعْدِى قَالُوا۟ نَعْبُدُ إِلَٰهَكَ وَإِلَٰهَ ءَابَآئِكَ إِبْرَٰهِۦمَ وَإِسْمَٰعِيلَ وَإِسْحَٰقَ إِلَٰهًۭا وَٰحِدًۭا وَنَحْنُ لَهُۥ مُسْلِمُونَ,0.2961,0.3252,0.2582,0.3252,REAL_ERROR
2,136,Qūlū āmannā bil-lahi wamā unzila ilaynā wamā unzila ilā ib'rāhīma wa-is'māʿīla wa-is'ḥāqa wayaʿqūba wal-asbāṭi wamā ūtiya mūsā waʿīsā wamā ūtiya n-nabiyūna mir-rabbihim lā nufarriqu bayna aḥadim-min'hum wanaḥnu lahu mus'limūn,Qoolooo aamannaa billaahi wa maaa unzila ilainaa wa maaa unzila ilaaa Ibraaheema wa Ismaa'eela wa Ishaaqa wa Ya'qooba wal Asbaati wa maaootiya Moosa wa 'Eesaa wa maaa ootiyan Nabiyyoona mir Rabbihim laa nufaariq baina ahadim minhum wa nahnu lahoo muslimoon,Qooloo amanna billahiwama onzila ilayna wama onzila ilaibraheema wa-ismaAAeela wa-ishaqawayaAAqooba wal-asbati wama ootiya moosawaAAeesa wama ootiya annabiyyoona minrabbihim la nufarriqu bayna ahadin minhum wanahnulahu muslimoon,قُولُوٓا۟ ءَامَنَّا بِٱللَّهِ وَمَآ أُنزِلَ إِلَيْنَا وَمَآ أُنزِلَ إِلَىٰٓ إِبْرَٰهِۦمَ وَإِسْمَٰعِيلَ وَإِسْحَٰقَ وَيَعْقُوبَ وَٱلْأَسْبَاطِ وَمَآ أُوتِىَ مُوسَىٰ وَعِيسَىٰ وَمَآ أُوتِىَ ٱلنَّبِيُّونَ مِن رَّبِّهِمْ لَا نُفَرِّقُ بَيْنَ أَحَدٍۢ مِّنْهُمْ وَنَحْنُ لَهُۥ مُسْلِمُونَ,0.4018,0.25,0.4018,0.4018,REAL_ERROR
2,140,Am taqūlūna inna ib'rāhīma wa-is'māʿīla wa-is'ḥāqa wayaʿqūba wal-asbāṭa kānū hūdan aw naṣārā qul a-antum aʿlamu ami l-lahu waman aẓlamu mimman katama shahādatan ʿindahu mina l-lahi wamā l-lahu bighāfilin ʿammā taʿmalūn,Am taqooloona inna Ibraaheema wa Ismaa'eela wa Ishaaq wa Ya'qooba wal asbaata kaanoo Hoodan aw Nasaaraa; qul 'a-antum a'lamu amil laah; wa man azlamu mimman katama shahaadatan 'indahoo minallaah; wa mallaahu bighaafilin 'ammaa ta'maloon,Am taqooloona inna ibraheema wa-ismaAAeelawa-ishaqa wayaAAqooba wal-asbata kanoohoodan aw nasara qul aantum aAAlamu ami Allahuwaman athlamu mimman katama shahadatanAAindahu mina Allahi wama Allahu bighafilinAAamma taAAmaloon,أَمْ تَقُولُونَ إِنَّ إِبْرَٰهِۦمَ وَإِسْمَٰعِيلَ وَإِسْحَٰقَ وَيَعْقُوبَ وَٱلْأَسْبَاطَ كَانُوا۟ هُودًا أَوْ نَصَٰرَىٰ ۗ قُلْ ءَأَنتُمْ أَعْلَمُ أَمِ ٱللَّهُ ۗ وَمَنْ أَظْلَمُ مِمَّن كَتَمَ شَهَٰدَةً عِندَهُۥ مِنَ ٱللَّهِ ۗ وَمَا ٱللَّهُ بِغَٰفِلٍ عَمَّا تَعْمَلُونَ,0.4977,0.4081,0.5,0.5,REAL_ERROR
2,143,Wakadhālika jaʿalnākum ummataw-wasaṭan litakūnū shuhadāa ʿalā n-nāsi wayakūna r-rasūlu ʿalaykum shahīdaw-wamā jaʿalnā l-qib'lata allatī kunta ʿalayhā illā linaʿlama may-yattabiʿu r-rasūla mimmay-yanqalibu ʿalā ʿaqibayhi wa-in kānat lakabīratan illā ʿalā alladhīna hadā l-lahu wamā kāna l-lahu liyuḍīʿa īmānakum inna l-laha bil-nāsi laraūfur-raḥīmun,Wa kazaalika ja'alnaakum ummatanw wasatal litakoonoo shuhadaaa'a 'alan naasi wa yakoonar Rasoolu 'alaikum shaheedaa; wa maa ja'alnal qiblatal latee kunta 'alaihaaa illaa lina'lama mai yattabi'ur Rasoola mimmai yanqalibu 'alaa 'aqibayh; wa in kaanat lakabeeratan illaa 'alal lazeena hadal laah; wa maa kaanal laahu liyudee'a eemaanakum; innal laaha binnaasi la Ra'oofur Raheem,Wakathalika jaAAalnakumommatan wasatan litakoonoo shuhadaa AAala annasiwayakoona arrasoolu AAalaykum shaheedan wamajaAAalna alqiblata allatee kunta AAalayha illalinaAAlama man yattabiAAu arrasoola mimman yanqalibu AAalaAAaqibayhi wa-in kanat lakabeeratan illa AAalaallatheena hada Allahu wama kanaAllahu liyudeeAAa eemanakum inna Allahabinnasi laraoofun raheem,وَكَذَٰلِكَ جَعَلْنَٰكُمْ أُمَّةًۭ وَسَطًۭا لِّتَكُونُوا۟ شُهَدَآءَ عَلَى ٱلنَّاسِ وَيَكُونَ ٱلرَّسُولُ عَلَيْكُمْ شَهِيدًۭا ۗ وَمَا جَعَلْنَا ٱلْقِبْلَةَ ٱلَّتِى كُنتَ عَلَيْهَآ إِلَّا لِنَعْلَمَ مَن يَتَّبِعُ ٱلرَّسُولَ مِمَّن يَنقَلِبُ عَلَىٰ عَقِبَيْهِ ۚ وَإِن كَانَتْ لَكَبِيرَةً إِلَّا عَلَى ٱلَّذِينَ هَدَى ٱللَّهُ ۗ وَمَا كَانَ ٱللَّهُ لِيُضِيعَ إِيمَٰنَكُمْ ۚ إِنَّ ٱللَّهَ بِٱلنَّاسِ لَرَءُوفٌۭ رَّحِيمٌۭ,0.0561,0.0707,0.0399,0.0707,REAL_ERROR
2,144,Qad narā taqalluba wajhika fī s-samāi falanuwalliyannaka qib'latan tarḍāhā fawalli wajhaka shaṭra l-masjidi l-ḥarāmi waḥaythu mā kuntum fawallū wujūhakum shaṭrahu wa-inna alladhīna ūtū l-kitāba layaʿlamūna annahu l-ḥaqu mir-rabbihim wamā l-lahu bighāfilin ʿammā yaʿmalūn,Qad naraa taqalluba wajhika fis samaaa'i fala nuwalliyannaka qiblatan tardaahaa; fawalli wajhaka shatral Masjidil haaraam; wa haisu maa kuntum fawalloo wujoohakum shatrah; wa innal lazeena ootul Kitaaba laya'lamoona annahul haqqu mir Rabbihim; wa mal laahu bighaafilin 'ammaa ya'maloon,Qad nara taqalluba wajhika fee assama-ifalanuwalliyannaka qiblatan tardaha fawalli wajhakashatra almasjidi alharami wahaythu makuntum fawalloo wujoohakum shatrahu wa-inna allatheenaootoo alkitaba layaAAlamoona annahu alhaqqu minrabbihim wama Allahu bighafilin AAammayaAAmaloon,قَدْ نَرَىٰ تَقَلُّبَ وَجْهِكَ فِى ٱلسَّمَآءِ ۖ فَلَنُوَلِّيَنَّكَ قِبْلَةًۭ تَرْضَىٰهَا ۚ فَوَلِّ وَجْهَكَ شَطْرَ ٱلْمَسْجِدِ ٱلْحَرَامِ ۚ وَحَيْثُ مَا كُنتُمْ فَوَلُّوا۟ وُجُوهَكُمْ شَطْرَهُۥ ۗ وَإِنَّ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَٰبَ لَيَعْلَمُونَ أَنَّهُ ٱلْحَقُّ مِن رَّبِّهِمْ ۗ وَمَا ٱللَّهُ بِغَٰفِلٍ عَمَّا يَعْمَلُونَ,0.2967,0.1858,0.3009,0.3009,REAL_ERROR
2,145,Wala-in atayta alladhīna ūtū l-kitāba bikulli āyatim-mā tabiʿū qib'lataka wamā anta bitābiʿin qib'latahum wamā baʿḍuhum bitābiʿin qib'lata baʿḍiw-wala-ini ittabaʿta ahwāahum min baʿdi mā jāaka mina l-ʿil'mi innaka idhal-lamina ẓ-ẓālimīn,Wa la'in ataital lazeena ootul kitaaba bikulli aayatim maa tabi'oo Qiblatak; wa maaa anta bitaabi'in Qiblatahum; wa maa ba'duhum bitaabi''in Qiblata ba'd; wa la'init taba'ta ahwaaa;ahum mim ba'di maa jaaa'aka minal 'ilmi innaka izal laminaz zaalimeen,Wala-in atayta allatheena ootooalkitaba bikulli ayatin ma tabiAAooqiblataka wama anta bitabiAAin qiblatahum wamabaAAduhum bitabiAAin qiblata baAAdinwala-ini ittabaAAta ahwaahum min baAAdi ma jaakamina alAAilmi innaka ithan lamina aththalimeen,وَلَئِنْ أَتَيْتَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَٰبَ بِكُلِّ ءَايَةٍۢ مَّا تَبِعُوا۟ قِبْلَتَكَ ۚ وَمَآ أَنتَ بِتَابِعٍۢ قِبْلَتَهُمْ ۚ وَمَا بَعْضُهُم بِتَابِعٍۢ قِبْلَةَ بَعْضٍۢ ۚ وَلَئِنِ ٱتَّبَعْتَ أَهْوَآءَهُم مِّنۢ بَعْدِ مَا جَآءَكَ مِنَ ٱلْعِلْمِ ۙ إِنَّكَ إِذًۭا لَّمِنَ ٱلظَّٰلِمِينَ,0.1506,0.1083,0.1509,0.1509,REAL_ERROR
2,150,Wamin ḥaythu kharajta fawalli wajhaka shaṭra l-masjidi l-ḥarāmi waḥaythu mā kuntum fawallū wujūhakum shaṭrahu li-allā yakūna lilnnāsi ʿalaykum ḥujjatun illā alladhīna ẓalamū min'hum falā takhshawhum wa-ikh'shawnī wali-utimma niʿ'matī ʿalaykum walaʿallakum tahtadūn,Wa min haisu kharajta fawalli wajhaka shatral Masjidil Haraam; wa haisu maa kuntum fawalloo wujoohakum shatrahoo li'allaa yakoona linnaasi 'alaikum hujjatun illal lazeena zalamoo minhum falaa takhshawhum wakhshawnee wa liutimma ni'matee 'alaikum wa la'allakum tahtadoon,Wamin haythu kharajta fawalliwajhaka shatra almasjidi alharami wahaythuma kuntum fawalloo wujoohakum shatrahu li-allayakoona linnasi AAalaykum hujjatun illaallatheena thalamoo minhum falatakhshawhum wakhshawnee wali-otimma niAAmatee AAalaykumwalaAAallakum tahtadoon,وَمِنْ حَيْثُ خَرَجْتَ فَوَلِّ وَجْهَكَ شَطْرَ ٱلْمَسْجِدِ ٱلْحَرَامِ ۚ وَحَيْثُ مَا كُنتُمْ فَوَلُّوا۟ وُجُوهَكُمْ شَطْرَهُۥ لِئَلَّا يَكُونَ لِلنَّاسِ عَلَيْكُمْ حُجَّةٌ إِلَّا ٱلَّذِينَ ظَلَمُوا۟ مِنْهُمْ فَلَا تَخْشَوْهُمْ وَٱخْشَوْنِى وَلِأُتِمَّ نِعْمَتِى عَلَيْكُمْ وَلَعَلَّكُمْ تَهْتَدُونَ,0.2079,0.0266,0.2091,0.2091,REAL_ERROR
2,164,Inna fī khalqi s-samāwāti wal-arḍi wa-ikh'tilāfi al-layli wal-nahāri wal-ful'ki allatī tajrī fī l-baḥri bimā yanfaʿu n-nāsa wamā anzala l-lahu mina s-samāi mim-māin fa-aḥyā bihi l-arḍa baʿda mawtihā wabatha fīhā min kulli dābbatiw-wataṣrīfi r-riyāḥi wal-saḥābi l-musakhari bayna s-samāi wal-arḍi laāyātil-liqawmin yaʿqilūn,Inna fee khalqis samaawaati wal ardi wakhtilaafil laili wannahaari walfulkil latee tajree fil hahri bimaa yanfa'unnaasa wa maaa anzalal laahu minas samaaa'i mim maaa'in fa ahyaa bihil arda ba'da mawtihaa wa bas sa feehaa min kulli daaabbatinw wa tasreefir riyaahi wassahaabil musakhkhari bainas samaaa'i wal ardi la aayaatil liqawminy ya'qiloon,Inna fee khalqi assamawatiwal-ardi wakhtilafi allayli wannahariwalfulki allatee tajree fee albahri bimayanfaAAu annasa wama anzala Allahumina assama-i min ma-in faahyabihi al-arda baAAda mawtiha wabaththa feehamin kulli dabbatin watasreefi arriyahiwassahabi almusakhkhari bayna assama-iwal-ardi laayatin liqawminyaAAqiloon,إِنَّ فِى خَلْقِ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَٱخْتِلَٰفِ ٱلَّيْلِ وَٱلنَّهَارِ وَٱلْفُلْكِ ٱلَّتِى تَجْرِى فِى ٱلْبَحْرِ بِمَا يَنفَعُ ٱلنَّاسَ وَمَآ أَنزَلَ ٱللَّهُ مِنَ ٱلسَّمَآءِ مِن مَّآءٍۢ فَأَحْيَا بِهِ ٱلْأَرْضَ بَعْدَ مَوْتِهَا وَبَثَّ فِيهَا مِن كُلِّ دَآبَّةٍۢ وَتَصْرِيفِ ٱلرِّيَٰحِ وَٱلسَّحَابِ ٱلْمُسَخَّرِ بَيْنَ ٱلسَّمَآءِ وَٱلْأَرْضِ لَءَايَٰتٍۢ لِّقَوْمٍۢ يَعْقِلُونَ,0.1491,0.1381,0.1491,0.1491,REAL_ERROR
2,165,Wamina n-nāsi may-yattakhidhu min dūni l-lahi andāday-yuḥibbūnahum kaḥubbi l-lahi wa-alladhīna āmanū ashaddu ḥubbal-lillahi walaw yarā alladhīna ẓalamū idh yarawna l-ʿadhāba anna l-quwata lillahi jamīʿaw-wa-anna l-laha shadīdu l-ʿadhāb,Wa minan naasi mai yattakhizu min doonil laahi andaadai yuhibboonahum kahubbil laahi wallazeena aamanooo ashaddu hubbal lillah; wa law yaral lazeena zalamoo iz yarawnal 'azaaba annal quwwata lillaahi jamee'anw wa annallaaha shadeedul 'azaab,Wamina annasi man yattakhithumin dooni Allahi andadan yuhibboonahum kahubbiAllahi wallatheena amanoo ashaddu hubbanlillahi walaw yara allatheena thalamooith yarawna alAAathaba anna alquwwata lillahijameeAAan waanna Allaha shadeedu alAAathab,وَمِنَ ٱلنَّاسِ مَن يَتَّخِذُ مِن دُونِ ٱللَّهِ أَندَادًۭا يُحِبُّونَهُمْ كَحُبِّ ٱللَّهِ ۖ وَٱلَّذِينَ ءَامَنُوٓا۟ أَشَدُّ حُبًّۭا لِّلَّهِ ۗ وَلَوْ يَرَى ٱلَّذِينَ ظَلَمُوٓا۟ إِذْ يَرَوْنَ ٱلْعَذَابَ أَنَّ ٱلْقُوَّةَ لِلَّهِ جَمِيعًۭا وَأَنَّ ٱللَّهَ شَدِيدُ ٱلْعَذَابِ,0.4126,0.4085,0.4144,0.4144,REAL_ERROR
2,174,Inna alladhīna yaktumūna mā anzala l-lahu mina l-kitābi wayashtarūna bihi thamanan qalīlan ulāika mā yakulūna fī buṭūnihim illā n-nāra walā yukallimuhumu l-lahu yawma l-qiyāmati walā yuzakkīhim walahum ʿadhābun alīmun,Innal lazeena yaktumoona maaa anzalal laahu minal kitaabi wa yashtaroona bihee samanan qaleelan ulaaa'ika maa yaakuloona fee butoonihim illan Naara wa laa yukallimu humul laahu Yawmal Qiyaamati wa laa yuzakkeehim wa lahum 'azaabun aleem,Inna allatheena yaktumoona maanzala Allahu mina alkitabi wayashtaroona bihithamanan qaleelan ola-ika ma ya/kuloona fee butoonihimilla annara wala yukallimuhumu Allahuyawma alqiyamati wala yuzakkeehim walahum AAathabunaleem,إِنَّ ٱلَّذِينَ يَكْتُمُونَ مَآ أَنزَلَ ٱللَّهُ مِنَ ٱلْكِتَٰبِ وَيَشْتَرُونَ بِهِۦ ثَمَنًۭا قَلِيلًا ۙ أُو۟لَٰٓئِكَ مَا يَأْكُلُونَ فِى بُطُونِهِمْ إِلَّا ٱلنَّارَ وَلَا يُكَلِّمُهُمُ ٱللَّهُ يَوْمَ ٱلْقِيَٰمَةِ وَلَا يُزَكِّيهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌ,0.4191,0.1641,0.4201,0.4201,REAL_ERROR
