surah_id,verse_number,local_transliteration,ref1_transliteration,ref2_transliteration,char_similarity_ref1,char_similarity_ref2,token_similarity_ref1,token_similarity_ref2,flagged
42,15,Falidhālika fa-ud'ʿu wa-is'taqim kamā umir'ta walā tattabiʿ ahwāahum waqul āmantu bimā anzala l-lahu min kitābiw-wa-umir'tu li-aʿdila baynakumu l-lahu rabbunā warabbukum lanā aʿmālunā walakum aʿmālukum lā ḥujjata baynanā wabaynakumu l-lahu yajmaʿu baynanā wa-ilayhi l-maṣīr,"Falizaalika fad'u wastaqim kamaaa umirta wa laa tattabi' ahwaaa'ahum wa qul aamantu bimaaa anzalal laahu min Kitaab, wa umirtu li a'dila bainakum Allaahu Rabbunaa wa Rabbukum lanaaa a'maa lunaa wa lakum a'maalukim laa hujjata bainanaa wa baina kumul laahu yajma'u bainanaa wa ilaihil maseer",Falithalika fadAAu wastaqimkama omirta wala tattabiAA ahwaahum waqul amantubima anzala Allahu min kitabin waomirtuli-aAAdila baynakum Allahu rabbuna warabbukum lanaaAAmaluna walakum aAAmalukum la hujjatabaynana wabaynakumu Allahu yajmaAAu baynanawa-ilayhi almaseer,0.0998,0.1378,0.0556,0.2,Y
42,16,Wa-alladhīna yuḥājjūna fī l-lahi min baʿdi mā us'tujība lahu ḥujjatuhum dāḥiḍatun ʿinda rabbihim waʿalayhim ghaḍabuw-walahum ʿadhābun shadīdun,Wallazeena yuhaaajjoona fil laahi mim ba'di mastujeeba lahoo hujjatuhum daahidatun 'inda Rabbihim wa 'alaihim ghadabunw wa lahum 'azaabun shadeed,Wallatheena yuhajjoonafee Allahi min baAAdi ma istujeeba lahu hujjatuhumdahidatun AAinda rabbihim waAAalayhim ghadabunwalahum AAathabun shadeed,0.838,0.8351,0.0811,0.125,N
42,17,Al-lahu alladhī anzala l-kitāba bil-ḥaqi wal-mīzāna wamā yud'rīka laʿalla s-sāʿata qarībun,Allahul lazeee anzalal Kitaaba bilhaqqi wal Meezaan; wa ma yudreeka la'allas Saa'ata qareeb,Allahu allathee anzala alkitababilhaqqi walmeezani wamayudreeka laAAalla assaAAata qareeb,0.7556,0.8045,0.0323,0.04,N
42,18,Yastaʿjilu bihā alladhīna lā yu'minūna bihā wa-alladhīna āmanū mush'fiqūna min'hā wayaʿlamūna annahā l-ḥaqu alā inna alladhīna yumārūna fī s-sāʿati lafī ḍalālin baʿīdin,Yasta'jilu bihal lazeena laa yu'minoona bihaa wallazeena aamanoo mushfiqoona minhaa wa ya'lamoona annahal haqq; alaaa innal lazeena yumaaroona fis Saa'ati lafee dalaalim ba'eed,YastaAAjilu biha allatheena layu/minoona biha wallatheena amanoomushfiqoona minha wayaAAlamoona annaha alhaqquala inna allatheena yumaroona fee assaAAatilafee dalalin baAAeed,0.7813,0.807,0.04,0.1053,N
42,19,Al-lahu laṭīfun biʿibādihi yarzuqu may-yashāu wahuwa l-qawiyu l-ʿazīz,Allahu lateefum bi'ibaadihee yarzuqu mai yashaaa'u wa Huwal Qawiyyul 'Azeez,Allahu lateefun biAAibadihiyarzuqu man yashao wahuwa alqawiyyu alAAazeez,0.8252,0.8369,0.0455,0.0556,N
42,20,Man kāna yurīdu ḥartha l-ākhirati nazid lahu fī ḥarthihi waman kāna yurīdu ḥartha d-dun'yā nu'tihi min'hā wamā lahu fī l-ākhirati min-naṣībin,Man kaana yureedu harsal Aakhirati nazid lahoo fee harsihee wa man kaana yureedu harsad dunyaa nu'tihee mnhaa wa maa lahoo fil Aakhirati min naseeb,Man kana yureedu hartha al-akhiratinazid lahu fee harthihi waman kana yureedu harthaaddunya nu/tihi minha wama lahu feeal-akhirati min naseeb,0.8264,0.9078,0.1143,0.3929,N
42,21,Am lahum shurakāu sharaʿū lahum mina d-dīni mā lam yadhan bihi l-lahu walawlā kalimatu l-faṣli laquḍiya baynahum wa-inna ẓ-ẓālimīna lahum ʿadhābun alīmun,Am lahum shurakaaa'u shara'oo lahum minad deeni maa lam yaazam bihil laah; wa law laa kalimatul fasli laqudiya bainahum; wa innaz zaalimeena lahum 'azaabun aleem,Am lahum shurakao sharaAAoo lahummina addeeni ma lam ya/than bihi Allahuwalawla kalimatu alfasli laqudiya baynahumwa-inna aththalimeena lahum AAathabunaleem,0.8617,0.8544,0.1429,0.2286,N
42,22,Tarā ẓ-ẓālimīna mush'fiqīna mimmā kasabū wahuwa wāqiʿun bihim wa-alladhīna āmanū waʿamilū ṣ-ṣāliḥāti fī rawḍāti l-janāti lahum mā yashāūna ʿinda rabbihim dhālika huwa l-faḍlu l-kabīr,Taraz zaalimeena mushfiqeena mimmaa kasaboo wa huwa waaqi'um bihim; wallazeena aamanoo wa 'amilus saalihaati fee rawdaatil jannaati lahum maa yashaaa'oona 'inda Rabbihim; zaalika huwal fadlul kabeer,Tara aththalimeenamushfiqeena mimma kasaboo wahuwa waqiAAun bihim wallatheenaamanoo waAAamiloo assalihati fee rawdatialjannati lahum ma yashaoona AAinda rabbihimthalika huwa alfadlu alkabeer,0.8404,0.828,0.098,0.1667,N
42,23,Dhālika alladhī yubashiru l-lahu ʿibādahu alladhīna āmanū waʿamilū ṣ-ṣāliḥāti qul lā asalukum ʿalayhi ajran illā l-mawadata fī l-qur'bā wamay-yaqtarif ḥasanatan-nazid lahu fīhā ḥus'nan inna l-laha ghafūrun shakūrun,Zaalikal lazee yubash shirul laahu 'ibaadahul lazeena aamanoo wa 'amilus saalihaat; qul laaa as'alukum 'alaihi ajran illal mawaddata fil qurbaa; wa mai yaqtarif hasanatan nazid lahoo feehaa husnaa; innal laaha Ghafoorun Shakoor,Thalika allathee yubashshiruAllahu AAibadahu allatheena amanoowaAAamiloo assalihati qul laas-alukum AAalayhi ajran illa almawaddata fee alqurbawaman yaqtarif hasanatan nazid lahu feeha husnaninna Allaha ghafoorun shakoor,0.2299,0.6175,0.0847,0.14,N
42,24,Am yaqūlūna if'tarā ʿalā l-lahi kadhiban fa-iy-yasha-i l-lahu yakhtim ʿalā qalbika wayamḥu l-lahu l-bāṭila wayuḥiqqu l-ḥaqa bikalimātihi innahu ʿalīmun bidhāti ṣ-ṣudūr,Am yaqooloonaf tara 'alal laahi kaziban fa-iny yasha il laahu yakhtim 'alaa qalbik; wa yamhul laahul baatila wa yuhiqqul haqqa bi Kalimaatih; innahoo 'Aleemum bizaatis sudoor,Am yaqooloona iftara AAala Allahikathiban fa-in yasha-i Allahu yakhtim AAalaqalbika wayamhu Allahu albatila wayuhiqqualhaqqa bikalimatihi innahu AAaleemun bithatiassudoor,0.8571,0.8665,0.1087,0.2222,N
42,25,Wahuwa alladhī yaqbalu t-tawbata ʿan ʿibādihi wayaʿfū ʿani s-sayiāti wayaʿlamu mā tafʿalūn,Wa Huwal lazee yaqbalut tawbata 'an 'ibaadihee wa ya'foo 'anis saiyiaati wa ya'lamu maa taf'aloon,Wahuwa allathee yaqbalu attawbataAAan AAibadihi wayaAAfoo AAani assayyi-atiwayaAAlamu ma tafAAaloon,0.8043,0.8042,0.0357,0.1364,N
42,26,Wayastajību alladhīna āmanū waʿamilū ṣ-ṣāliḥāti wayazīduhum min faḍlihi wal-kāfirūna lahum ʿadhābun shadīdun,Wa yastajeebul lazeena aamanoo wa 'amilu saalihaati wa yazeeduhum min fadlih; wal kaafiroona lahum 'azaabun shadeed,Wayastajeebu allatheena amanoowaAAamiloo assalihati wayazeeduhum min fadlihiwalkafiroona lahum AAathabun shadeed,0.8091,0.8273,0.12,0.0909,N
42,27,Walaw basaṭa l-lahu r-riz'qa liʿibādihi labaghaw fī l-arḍi walākiy-yunazzilu biqadarim-mā yashāu innahu biʿibādihi khabīrun baṣīrun,Wa law basatal laahur rizqa li'ibaadihee labaghaw fil ardi wa laakiny yunazzilu biqadarim maa yashaaa'; innahoo bi'ibaadihee Khabeerum Baseer,Walaw basata Allahu arrizqaliAAibadihi labaghaw fee al-ardi walakinyunazzilu biqadarin ma yashao innahu biAAibadihikhabeerun baseer,0.8593,0.8779,0.1143,0.2069,N
42,28,Wahuwa alladhī yunazzilu l-ghaytha min baʿdi mā qanaṭū wayanshuru raḥmatahu wahuwa l-waliyu l-ḥamīd,Wa Huwal lazee yunazzilul ghaisa mim ba'di maa qanatoo wa yanshuru rahmatah; wa Huwal Waliyyul Hameed,Wahuwa allathee yunazzilu alghaythamin baAAdi ma qanatoo wayanshuru rahmatahuwahuwa alwaliyyu alhameed,0.8342,0.8856,0.0,0.2,N
42,29,Wamin āyātihi khalqu s-samāwāti wal-arḍi wamā batha fīhimā min dābbatiw-wahuwa ʿalā jamʿihim idhā yashāu qadīrun,Wa min Aayaatihee khalqus samaawaati wal ardi wa maa bassa feehimaa min daaabbah; wa Huwa 'alaa jam'ihim izaa yashaaa'u Qadeer,Wamin ayatihi khalqu assamawatiwal-ardi wama baththa feehima min dabbatinwahuwa AAala jamAAihim itha yashao qadeer,0.822,0.885,0.0882,0.2222,N
42,30,Wamā aṣābakum mim-muṣībatin fabimā kasabat aydīkum wayaʿfū ʿan kathīrin,Wa maaa asaabakum mim museebatin fabimaa kasabat aydeekum wa ya'foo 'an kaseer,Wama asabakum min museebatinfabima kasabat aydeekum wayaAAfoo AAan katheer,0.8243,0.8414,0.1,0.1875,N
42,31,Wamā antum bimuʿ'jizīna fī l-arḍi wamā lakum min dūni l-lahi miw-waliyyin walā naṣīrin,Wa maaa antum bimu'jizeena fil ardi wa maa lakum min doonil laahi minw wa liyyinw wa laa naseer,Wama antum bimuAAjizeena fee al-ardiwama lakum min dooni Allahi min waliyyin walanaseer,0.8619,0.8555,0.1481,0.2273,N
42,32,Wamin āyātihi l-jawāri fī l-baḥri kal-aʿlām,Wa min Aayaatihil ja waarifil bahri kal a'lam,Wamin ayatihi aljawarifee albahri kal-aAAlam,0.8864,0.8506,0.1333,0.2727,N
42,33,Iy-yasha yus'kini r-rīḥa fayaẓlalna rawākida ʿalā ẓahrihi inna fī dhālika laāyātil-likulli ṣabbārin shakūrin,Iny yashaaa yuskinir reeha fa yazlalna rawaakida 'alaa zahirh; inna fee zaalika la Aayaatil likulli sabbaarin shakoor,In yasha/ yuskini arreehafayathlalna rawakida AAala thahrihiinna fee thalika laayatin likulli sabbarinshakoor,0.861,0.8519,0.0625,0.1154,N
42,34,Aw yūbiq'hunna bimā kasabū wayaʿfu ʿan kathīrin,Aw yoobiqhunna bimaa kasaboo wa ya'fu 'an kaseer,Aw yoobiqhunna bima kasaboo wayaAAfuAAan katheer,0.7872,0.8,0.0625,0.1667,N
42,35,Wayaʿlama alladhīna yujādilūna fī āyātinā mā lahum mim-maḥīṣin,Wa ya'lamal lazeena yujaadiloona feee Aayaatinaa maa lahum mim mahees,WayaAAlama allatheena yujadiloonafee ayatina ma lahum min mahees,0.7786,0.8254,0.1111,0.2143,N
42,36,Famā ūtītum min shayin famatāʿu l-ḥayati d-dun'yā wamā ʿinda l-lahi khayruw-wa-abqā lilladhīna āmanū waʿalā rabbihim yatawakkalūn,Famaa ooteetum min shai'in famataa'ul hayaatid dunyaa wa maa 'indal laahi khairunw wa abqaa lillazeena aamanoo wa 'alaa Rabbihim yatawakkaloon,Fama ooteetum min shay-in famataAAualhayati addunya wama AAindaAllahi khayrun waabqa lillatheena amanoowaAAala rabbihim yatawakkaloon,0.8401,0.8473,0.0789,0.125,N
42,37,Wa-alladhīna yajtanibūna kabāira l-ith'mi wal-fawāḥisha wa-idhā mā ghaḍibū hum yaghfirūn,Wallazeena yajtaniboona kabaaa'iral ismi wal fawaa hisha wa izaa maa ghadiboo hum yaghfiroon,Wallatheena yajtaniboona kaba-iraal-ithmi walfawahisha wa-itha ma ghadiboohum yaghfiroon,0.8222,0.8636,0.12,0.087,N
42,38,Wa-alladhīna is'tajābū lirabbihim wa-aqāmū ṣ-ṣalata wa-amruhum shūrā baynahum wamimmā razaqnāhum yunfiqūn,Wallazeenas tajaaboo li Rabbhim wa aqaamus Salaata wa amruhum shooraa bainahum wa mimmaa razaqnaahum yunfiqoon,Wallatheena istajaboolirabbihim waaqamoo assalatawaamruhum shoora baynahum wamimma razaqnahumyunfiqoon,0.8558,0.8696,0.08,0.1,N
42,39,Wa-alladhīna idhā aṣābahumu l-baghyu hum yantaṣirūn,Wallazeena izaa asaabahumul baghyu hum yantasiroon,Wallatheena itha asabahumualbaghyu hum yantasiroon,0.8317,0.8515,0.1667,0.0833,N
42,40,Wajazāu sayyi-atin sayyi-atum-mith'luhā faman ʿafā wa-aṣlaḥa fa-ajruhu ʿalā l-lahi innahu lā yuḥibbu ẓ-ẓālimīn,Wa jazaaa'u saiyi'atin saiyi'tum misluha faman 'afaa wa aslaha fa ajruhoo 'alal laah; innahoo laa yuhibbuz zaalimeen,Wajazao sayyi-atin sayyi-atun mithluhafaman AAafa waaslaha faajruhu AAalaAllahi innahu la yuhibbu aththalimeen,0.861,0.8727,0.1515,0.1786,N
42,41,Walamani intaṣara baʿda ẓul'mihi fa-ulāika mā ʿalayhim min sabīlin,Wa lamanin tasara ba'da zulmihee fa ulaaa'ika maa 'alaihim min sabeel,Walamani intasara baAAda thulmihifaola-ika ma AAalayhim min sabeel,0.8358,0.8485,0.0909,0.25,N
42,42,Innamā s-sabīlu ʿalā alladhīna yaẓlimūna n-nāsa wayabghūna fī l-arḍi bighayri l-ḥaqi ulāika lahum ʿadhābun alīmun,Innamas sabeelu 'alal lazeena yazlimoonan naasa wa yabghoona fil ardi bighairil haqq; ulaaa'ika lahum 'azaabun aleem,Innama assabeelu AAalaallatheena yathlimoona annasawayabghoona fee al-ardi bighayri alhaqqi ola-ikalahum AAathabun aleem,0.8142,0.7983,0.0606,0.1034,N
42,43,Walaman ṣabara waghafara inna dhālika lamin ʿazmi l-umūr,Wa laman sabara wa ghafara inna zaalika lamin 'azmil umoor,Walaman sabara waghafara inna thalikalamin AAazmi al-omoor,0.9027,0.8947,0.2,0.3077,N
42,44,Wamay-yuḍ'lili l-lahu famā lahu miw-waliyyin min baʿdihi watarā ẓ-ẓālimīna lammā ra-awū l-ʿadhāba yaqūlūna hal ilā maraddim-min sabīlin,Wa mai yudlilil laahu famaa lahoo minw waliyyim mim ba'dih; wa taraz zaalimeena lammaa ra awul 'azaaba yaqooloona hal ilaa maraddim min sabeel,Waman yudlili Allahu famalahu min waliyyin min baAAdihi watara aththalimeenalamma raawoo alAAathaba yaqooloona hal ilamaraddin min sabeel,0.8436,0.8162,0.0976,0.1212,N
42,45,Watarāhum yuʿ'raḍūna ʿalayhā khāshiʿīna mina dh-dhuli yanẓurūna min ṭarfin khafiyyiw-waqāla alladhīna āmanū inna l-khāsirīna alladhīna khasirū anfusahum wa-ahlīhim yawma l-qiyāmati alā inna ẓ-ẓālimīna fī ʿadhābim-muqīmin,Wa taraahum yu'radoona 'alaihaa khaashi'eena minazzulli yanzuroona min tarfin khaifiyy; wa qaalal lazeena aamanooo innal khaasireenal lazeena khasiroon anfusahum wa ahleehim Yawmal Qiyaamah; alaaa innaz zaalimeena fee'azaabim muqeem,Watarahum yuAAradoona AAalayhakhashiAAeena mina aththulli yanthuroonamin tarfin khafiyyin waqala allatheena amanooinna alkhasireena allatheena khasiroo anfusahumwaahleehim yawma alqiyamati ala inna aththalimeenafee AAathabin muqeem,0.1915,0.235,0.0741,0.1591,Y
42,46,Wamā kāna lahum min awliyāa yanṣurūnahum min dūni l-lahi wamay-yuḍ'lili l-lahu famā lahu min sabīlin,Wa maa kaana lahum min awliyaaa'a yansuroonahum min doonil laah; wa mai yudlilil laahu famaa lahoo min sabeel,Wama kana lahum min awliyaayansuroonahum min dooni Allahi waman yudliliAllahu fama lahu min sabeel,0.8558,0.899,0.069,0.2857,N
42,47,Is'tajībū lirabbikum min qabli ay-yatiya yawmul-lā maradda lahu mina l-lahi mā lakum mim-malja-in yawma-idhiw-wamā lakum min-nakīrin,Istajeeboo li Rabbikum min qabli any yaatiya Yawmul laa maradda lahoo minal laah; maa lakum mim malja iny yawma'izinw wa maa lakum min nakeer,Istajeeboo lirabbikum min qabli an ya/tiyayawmun la maradda lahu mina Allahi ma lakummin malja-in yawma-ithin wama lakum min nakeer,0.8897,0.8973,0.2162,0.4194,N
42,48,Fa-in aʿraḍū famā arsalnāka ʿalayhim ḥafīẓan in ʿalayka illā l-balāghu wa-innā idhā adhaqnā l-insāna minnā raḥmatan fariḥa bihā wa-in tuṣib'hum sayyi-atun bimā qaddamat aydīhim fa-inna l-insāna kafūrun,Fa-in a'radoo famaaa arsalnaaka 'alaihim hafeezan in 'alaika illal balaagh; wa innaaa izaaa azaqnal insaana minnaa rahmatan fariha bihaa wa in tusibhum saiyi'atum bimaa qaddamat aydeehim fa innal insaana kafoor,Fa-in aAAradoo fama arsalnakaAAalayhim hafeethan in AAalayka illaalbalaghu wa-inna itha athaqnaal-insana minna rahmatan fariha bihawa-in tusibhum sayyi-atun bima qaddamat aydeehimfa-inna al-insana kafoor,0.049,0.5446,0.12,0.325,Y
42,49,Lillahi mul'ku s-samāwāti wal-arḍi yakhluqu mā yashāu yahabu limay-yashāu ināthaw-wayahabu limay-yashāu dh-dhukūr,Lillaahi mulkus samaawaati wal ard; yakhluqu maa yashaaa'; yahabu limai yashaaa'u inaasanw wa yahabu limai yashaaa'uz zukoor,Lillahi mulku assamawatiwal-ardi yakhluqu ma yashao yahabuliman yashao inathan wayahabu liman yashao aththukoor,0.8462,0.8839,0.1071,0.2174,N
42,50,Aw yuzawwijuhum dhuk'rānaw-wa-ināthan wayajʿalu may-yashāu ʿaqīman innahu ʿalīmun qadīrun,Aw yuzawwijuhum zukraananw wa inaasanw wa yaj'alu mai yashaaa'u 'aqeemaa; innahoo 'Aleemun Qadeer,Aw yuzawwijuhum thukrananwa-inathan wayajAAalu man yashao AAaqeeman innahuAAaleemun qadeer,0.7978,0.8268,0.125,0.15,N
42,51,Wamā kāna libasharin ay-yukallimahu l-lahu illā waḥyan aw miw-warāi ḥijābin aw yur'sila rasūlan fayūḥiya bi-idh'nihi mā yashāu innahu ʿaliyyun ḥakīmun,Wa maa kaana libasharin any yukallimahul laahu illaa wahyan aw minw waraaa'i hijaabin aw yursila Rasoolan fa yoohiya bi iznuhee maa yashaaa'; innahoo 'Aliyyun Hakeem,Wama kana libasharin anyukallimahu Allahu illa wahyan aw min wara-ihijabin aw yursila rasoolan fayoohiya bi-ithnihima yashao innahu AAaliyyun hakeem,0.859,0.8993,0.0889,0.2162,N
42,52,Wakadhālika awḥaynā ilayka rūḥam-min amrinā mā kunta tadrī mā l-kitābu walā l-īmānu walākin jaʿalnāhu nūran-nahdī bihi man-nashāu min ʿibādinā wa-innaka latahdī ilā ṣirāṭim-mus'taqīmin,Wa kazaalika awhainaaa ilaika rooham min amrinaa; maa kunta tadree mal Kitaabu wa lal eemaanu wa laakin ja'alnaahu nooran nahdee bihee man nashaaa'u min 'ibaadinaa; wa innaka latahdeee ilaaa Siraatim Mustaqeem,Wakathalika awhaynailayka roohan min amrina ma kunta tadree maalkitabu wala al-eemanu walakinjaAAalnahu nooran nahdee bihi man nashao min AAibadinawa-innaka latahdee ila siratin mustaqeem,0.2462,0.8787,0.0962,0.2093,N
42,53,Ṣirāṭi l-lahi alladhī lahu mā fī s-samāwāti wamā fī l-arḍi alā ilā l-lahi taṣīru l-umūr,Siraatil laahil lazee lahoo maa fis samaawaati wa maa fil ard; alaaa ilal laahi taseerul umoor,Sirati Allahi allatheelahu ma fee assamawati wamafee al-ardi ala ila Allahi taseerual-omoor,0.8111,0.8202,0.0,0.2174,N
43,1,Hha-meem,Haa-Meeem,Ha-meem,0.8235,0.9333,0.0,0.3333,N
43,2,Wal-kitābi l-mubīn,Wal Kitaabil Mubeen,Walkitabi almubeen,0.8649,0.8333,0.1667,0.0,N
43,3,Innā jaʿalnāhu qur'ānan ʿarabiyyal-laʿallakum taʿqilūn,Innaa ja'alnaahu Quraanan 'Arabiyyal la'allakum ta'qiloon,Inna jaAAalnahu qur-ananAAarabiyyan laAAallakum taAAqiloona,0.8727,0.8319,0.0,0.1818,N
43,4,Wa-innahu fī ummi l-kitābi ladaynā laʿaliyyun ḥakīmun,Wa innahoo feee Ummil Kitaabi Ladainaa la'aliyyun hakeem,Wa-innahu fee ommi alkitabi ladaynalaAAaliyyun hakeem,0.8257,0.8491,0.0588,0.1429,N
43,5,Afanaḍribu ʿankumu dh-dhik'ra ṣafḥan an kuntum qawmam-mus'rifīn,Afanadribu 'ankumuz Zikra safhan an kuntum qawmam musrifeen,Afanadribu AAankumu aththikrasafhan an kuntum qawman musrifeen,0.8926,0.864,0.3571,0.2,N
43,6,Wakam arsalnā min-nabiyyin fī l-awalīn,Wa kam arsalnaa min Nabiyyin fil awwaleen,Wakam arsalna min nabiyyin feeal-awwaleen,0.9114,0.8861,0.1667,0.4444,N
43,7,Wamā yatīhim min-nabiyyin illā kānū bihi yastahziūn,Wa maa yaateehim min Nabiyyin illaa kaanoo bihee yasahzi'oon,Wama ya/teehim min nabiyyin illakanoo bihi yastahzi-oon,0.8288,0.8868,0.125,0.3077,N
43,8,Fa-ahlaknā ashadda min'hum baṭshaw-wamaḍā mathalu l-awalīn,Fa ahlaknaaa ashadda minhum batshanw wa madaa masalul lawwaleen,Faahlakna ashadda minhum batshanwamada mathalu al-awwaleen,0.876,0.9138,0.1176,0.1333,N
43,9,Wala-in sa-altahum man khalaqa s-samāwāti wal-arḍa layaqūlunna khalaqahunna l-ʿazīzu l-ʿalīm,Wa la'in sa altahum man khalaqas samaawaati wal arda la yaqoolunna khalaqa hunnal 'Azeezul 'Aleem,Wala-in saaltahum man khalaqa assamawatiwal-arda layaqoolunna khalaqahunna alAAazeezualAAaleem,0.8984,0.8602,0.3043,0.3158,N
43,10,Alladhī jaʿala lakumu l-arḍa mahdaw-wajaʿala lakum fīhā subulal-laʿallakum tahtadūn,Allazee ja'ala lakumul arda mahdanw wa ja'ala lakum feehaa subulal la'allakum tahtadoon,Allathee jaAAala lakumu al-ardamahdan wajaAAala lakum feeha subulan laAAallakum tahtadoon,0.8706,0.8488,0.1364,0.0952,N
43,11,Wa-alladhī nazzala mina s-samāi māan biqadarin fa-ansharnā bihi baldatam-maytan kadhālika tukh'rajūn,Wallazee nazzala minas samaaa'i maaa'am biqadarin fa anshamaa bihee baldatam maitaa' kazaalika tukhrajoon,Wallathee nazzala mina assama-imaan biqadarin faansharna bihi baldatan maytan kathalikatukhrajoon,0.8235,0.8934,0.1481,0.2273,N
43,12,Wa-alladhī khalaqa l-azwāja kullahā wajaʿala lakum mina l-ful'ki wal-anʿāmi mā tarkabūn,Wallazee khalaqal azwaaja kullahaa wa ja'ala lakum minal fulki wal-an'aami maa tarkaboon,Wallathee khalaqa al-azwajakullaha wajaAAala lakum mina alfulki wal-anAAamima tarkaboon,0.8686,0.8736,0.1111,0.1818,N
43,13,Litastawū ʿalā ẓuhūrihi thumma tadhkurū niʿ'mata rabbikum idhā is'tawaytum ʿalayhi wataqūlū sub'ḥāna alladhī sakhara lanā hādhā wamā kunnā lahu muq'rinīn,Litastawoo 'alaa zuhoorihee summa tazkuroo ni'mata Rabbikum izastawaitum 'alaihi wa taqooloo Subhaanal lazee sakhkhara lana haaza wa maa kunnaa lahoo muqrineen,Litastawoo AAala thuhoorihithumma tathkuroo niAAmata rabbikum itha istawaytumAAalayhi wataqooloo subhana allathee sakhkhara lanahatha wama kunna lahu muqrineen,0.7871,0.8397,0.0714,0.1081,N
43,14,Wa-innā ilā rabbinā lamunqalibūn,Wa innaaa ilaa Rabbinaa lamunqaliboon,Wa-inna ila rabbinalamunqaliboon,0.8986,0.9375,0.1111,0.5,N
43,15,Wajaʿalū lahu min ʿibādihi juz'an inna l-insāna lakafūrum-mubīnun,Wa ja'aloo lahoo min 'ibaadihee juz'aa; innal insaana lakafoorum mubeen,WajaAAaloo lahu min AAibadihi juz-aninna al-insana lakafoorun mubeen,0.806,0.8421,0.0952,0.2353,N
43,16,Ami ittakhadha mimmā yakhluqu banātiw-wa-aṣfākum bil-banīn,Amit takhaza mimmaa yakhluqu banaatinw wa asfaakum bilbaneen,Ami ittakhatha mimma yakhluqubanatin waasfakum bilbaneen,0.8814,0.9123,0.1333,0.1538,N
43,17,Wa-idhā bushira aḥaduhum bimā ḍaraba lilrraḥmāni mathalan ẓalla wajhuhu mus'waddaw-wahuwa kaẓīmun,Wa izaa bushshira ahaduhum bimaa daraba lir Rahmaani masalan zalla wajhuhoo muswaddanw wa hua kazeem,Wa-itha bushshira ahaduhum bimadaraba lirrahmani mathalan thallawajhuhu muswaddan wahuwa katheem,0.8731,0.8912,0.1667,0.1905,N
43,18,Awamay-yunasha-u fī l-ḥil'yati wahuwa fī l-khiṣāmi ghayru mubīnin,Awa mai yunashsha'u fil hilyati wa huwa fil khisaami ghairu mubeen,Awaman yunashshao fee alhilyatiwahuwa fee alkhisami ghayru mubeen,0.8702,0.8154,0.0476,0.0588,N
43,19,Wajaʿalū l-malāikata alladhīna hum ʿibādu r-raḥmāni ināthan ashahidū khalqahum satuk'tabu shahādatuhum wayus'alūn,Wa ja'alul malaaa'ikatal lazeena hum 'ibaadur Rahmaani inaasaa; a shahidoo khalaqhum; satuktabu shahaa datuhum wa yus'aloon,WajaAAaloo almala-ikata allatheenahum AAibadu arrahmani inathanashahidoo khalqahum satuktabu shahadatuhum wayus-aloon,0.8326,0.8783,0.0303,0.12,N
43,20,Waqālū law shāa r-raḥmānu mā ʿabadnāhum mā lahum bidhālika min ʿil'min in hum illā yakhruṣūn,Wa qaaloo law shaaa'ar Rahmaanu maa 'abadnaahum; maa lahum bizaalika min 'ilmin in hum illaa yakhrusoon,Waqaloo law shaa arrahmanuma AAabadnahum ma lahum bithalika minAAilmin in hum illa yakhrusoon,0.8854,0.8973,0.1923,0.3333,N
43,21,Am ātaynāhum kitābam-min qablihi fahum bihi mus'tamsikūn,Am aatainaahum Kitaabam min qablihee fahum bihee mustamsikoon,Am ataynahum kitabanmin qablihi fahum bihi mustamsikoon,0.8718,0.9369,0.2143,0.4545,N
43,22,Bal qālū innā wajadnā ābāanā ʿalā ummatiw-wa-innā ʿalā āthārihim muh'tadūn,Bal qaalooo innaa wajadnaaa aabaaa'anaa 'alaaa ummatinw wa innaa 'alaaa aasaarihim muhtadoon,Bal qaloo inna wajadna abaanaAAala ommatin wa-inna AAala atharihimmuhtadoon,0.8171,0.8725,0.1,0.25,N
43,23,Wakadhālika mā arsalnā min qablika fī qaryatim-min nadhīrin illā qāla mut'rafūhā innā wajadnā ābāanā ʿalā ummatiw-wa-innā ʿalā āthārihim muq'tadūn,Wa kazaalika maaa arsalnaa min qablika fee qaryatim min nazeerin illaa qaala mutrafoohaaa innaa wajadnaaa aabaaa'anaa 'alaaa ummatinw wa innaa 'alaaa aasaarihim muqtadoon,Wakathalika ma arsalnamin qablika fee qaryatin min natheerin illa qalamutrafooha inna wajadna abaanaAAala ommatin wa-inna AAala atharihimmuqtadoon,0.8408,0.8836,0.1081,0.2258,N
43,24,Qāla awalaw ji'tukum bi-ahdā mimmā wajadttum ʿalayhi ābāakum qālū innā bimā ur'sil'tum bihi kāfirūn,Qaala awa law ji'tukum bi ahdaa mimmaa wajattum 'alaihi aabaaa'akum qaalooo innaa bimaaa ursiltum bihee kaafiroon,Qala awa law ji/tukum bi-ahdamimma wajadtum AAalayhi abaakum qalooinna bima orsiltum bihi kafiroon,0.8626,0.9137,0.0909,0.2692,N
43,25,Fa-intaqamnā min'hum fa-unẓur kayfa kāna ʿāqibatu l-mukadhibīn,Fantaqamnaa minhum fanzur kaifa kaana 'aaqibatul mukazzibeen,Fantaqamna minhum fanthurkayfa kana AAaqibatu almukaththibeen,0.843,0.8293,0.0,0.0667,N
